,Address,ProposedUseDescription,DecisionDate,Decision,CommunityName,Latitude,Longitude,Permit_category_new,CTrain,Year
0,1710 28 AV SW,MULTI-RESIDENTIAL DEVELOPMENT,2017/07/06,Approval,SOUTH CALGARY,51.028706027606525,-114.10044232606691,Multi_unit,False,2017
1,646 SADDLECREEK WY NE,SINGLE DETACHED DWELLING,2017/10/02,Approval,SADDLE RIDGE,51.125887020372886,-113.95468026904749,House,True,2017
3,3805 MARLBOROUGH DR NE,MULTI-RESIDENTIAL DEVELOPMENT,2018/07/24,Approval,MARLBOROUGH,51.059406518852526,-113.97752590853467,Multi_unit,True,2018
4,524 14 AV SW,MULTI-RESIDENTIAL DEVELOPMENT,2018/07/26,Approval,BELTLINE,51.03992742172925,-114.07331811033023,Multi_unit,True,2018
5,817 17 AV NW,MULTI-RESIDENTIAL DEVELOPMENT,2018/10/25,Approval,MOUNT PLEASANT,51.06774342513119,-114.07995322444059,Multi_unit,False,2018
6,7400 80 AV NE,MULTI-RESIDENTIAL DEVELOPMENT,2019/01/08,Approval,SADDLE RIDGE,51.125315925760546,-113.9267882876062,Multi_unit,True,2019
9,2118 3 AV NW,SEMI-DETACHED DWELLING,2019/06/28,Approval,WEST HILLHURST,51.0554605138017,-114.10908384080449,House,False,2019
13,2414 16 AV NW,MULTI-RESIDENTIAL DEVELOPMENT,2019/10/18,Approval,BANFF TRAIL,51.0672351205624,-114.11597534562212,Multi_unit,True,2019
15,229 11 ST NW,SINGLE DETACHED DWELLING,2019/09/06,Approval,HILLHURST,51.05375947625521,-114.08895616441164,House,True,2019
16,24 MAHOGANY PH SE,MULTI-RESIDENTIAL DEVELOPMENT,2019/07/11,Approval,MAHOGANY,50.89656560651875,-113.93311749277454,Multi_unit,False,2019
17,1210 8 AV SE,SINGLE DETACHED DWELLING,2019/08/23,Approval,INGLEWOOD,51.04290714286726,-114.03551068909698,House,False,2019
20,2616 CAPITOL HILL CR NW,SECONDARY SUITE,2019/09/06,Approval,BANFF TRAIL,51.075998870664556,-114.11891758514818,Secondary_suite,True,2019
21,151 GALBRAITH DR SW,SECONDARY SUITE,2019/09/06,Approval,GLAMORGAN,51.009143743265845,-114.14809347771258,Secondary_suite,False,2019
23,159 MAITLAND DR NE,SINGLE DETACHED DWELLING,2019/09/23,Approval,MARLBOROUGH PARK,51.06551583723489,-113.93921717671057,House,False,2019
24,924 38 ST NE,SECONDARY SUITE,2019/09/06,Approval,MARLBOROUGH,51.06052980225164,-113.97913259923901,Secondary_suite,True,2019
27,399 PANATELLA SQ NW,SECONDARY SUITE,2019/08/22,Approval,PANORAMA HILLS,51.17057566638422,-114.07744327910022,Secondary_suite,False,2019
29,176 BEDFORD CI NE,SECONDARY SUITE,2019/09/12,Approval,BEDDINGTON HEIGHTS,51.12881853384175,-114.05663555675365,Secondary_suite,False,2019
30,4411 55 ST NE,SECONDARY SUITE,2019/09/04,Approval,TEMPLE,51.09097702957703,-113.95230391809964,Secondary_suite,False,2019
31,5748 DALMEAD CR NW,SECONDARY SUITE,2019/09/11,Approval,DALHOUSIE,51.104000260417465,-114.14430296954129,Secondary_suite,True,2019
32,168 MARTHA'S MR NE,SECONDARY SUITE,2019/10/11,Approval,MARTINDALE,51.120825663293274,-113.95873931806187,Secondary_suite,True,2019
33,440 PENSWOOD RD SE,SECONDARY SUITE,2019/09/06,Approval,PENBROOKE MEADOWS,51.050798152344214,-113.93661837767596,Secondary_suite,False,2019
34,2428 44 ST SE,SECONDARY SUITE,2019/09/06,Approval,FOREST LAWN,51.032205388667904,-113.96982141445056,Secondary_suite,False,2019
35,545 SADDLELAKE DR NE,SECONDARY SUITE,2019/09/06,Approval,SADDLE RIDGE,51.13224940494994,-113.93088730081492,Secondary_suite,True,2019
36,62 LEGACY GLEN VW SE,SINGLE DETACHED DWELLING,2019/09/05,Approval,LEGACY,50.859307665592496,-114.00483117699491,House,False,2019
38,111 MARTHA'S MR NE,SECONDARY SUITE,2019/10/02,Approval,MARTINDALE,51.122126989071425,-113.95898955075023,Secondary_suite,True,2019
39,3912 18 ST SW,SINGLE DETACHED DWELLING,2019/10/28,Approval,ALTADORE,51.01973051943585,-114.10468090458956,House,False,2019
40,81 REDSTONE DR NE,SECONDARY SUITE,2019/09/11,Approval,REDSTONE,51.16822765914064,-113.96600124483491,Secondary_suite,False,2019
41,1622 6 ST NW,BACKYARD SUITE,2019/09/12,Approval,ROSEDALE,51.06626545815361,-114.07554278436544,Secondary_suite,False,2019
42,6 EVANSPARK HT NW,SECONDARY SUITE,2019/09/12,Approval,EVANSTON,51.17281997314376,-114.11492073056536,Secondary_suite,False,2019
43,160 SKYVIEW SHORES MR NE,SECONDARY SUITE,2019/09/06,Approval,SKYVIEW RANCH,51.15485048667708,-113.9636148391662,Secondary_suite,False,2019
44,373 NORTHMOUNT DR NW,SECONDARY SUITE,2019/09/11,Approval,HIGHWOOD,51.094592822318965,-114.07925892280916,Secondary_suite,False,2019
46,252 CITADEL PA NW,SINGLE DETACHED DWELLING,2019/09/12,Approval,CITADEL,51.14078534416903,-114.17455286060205,House,False,2019
47,68 REDSTONE LI NE,SECONDARY SUITE,2019/09/12,Approval,REDSTONE,51.1731765656696,-113.96657567734648,Secondary_suite,False,2019
48,251 WHITESIDE RD NE,SECONDARY SUITE,2019/09/19,Approval,WHITEHORN,51.08842580576182,-113.95892919205856,Secondary_suite,True,2019
49,31 TUSCARORA CL NW,SECONDARY SUITE,2019/10/11,Approval,TUSCANY,51.126714503706474,-114.23709857528955,Secondary_suite,True,2019
51,73 MARTIN CROSSING CV NE,SECONDARY SUITE,2019/08/29,Approval,MARTINDALE,51.118035421928646,-113.96428817692393,Secondary_suite,True,2019
52,1333 REGAL CR NE,SINGLE DETACHED DWELLING,2019/09/13,Approval,RENFREW,51.063161214974976,-114.04751527195029,House,False,2019
53,1388 NORTHMOUNT DR NW,SECONDARY SUITE,2019/09/05,Approval,BRENTWOOD,51.09430755109524,-114.13131419967479,Secondary_suite,True,2019
56,747 SHAWNEE DR SW,SINGLE DETACHED DWELLING,2019/09/09,Approval,SHAWNEE SLOPES,50.92473212552245,-114.07957373126058,House,True,2019
57,77 VALLEY PONDS CR NW,SECONDARY SUITE,2019/09/12,Approval,VALLEY RIDGE,51.089842647234754,-114.2543052458423,Secondary_suite,False,2019
59,7 SADDLEBROOK GD NE,SECONDARY SUITE,2019/09/06,Approval,SADDLE RIDGE,51.13624995334415,-113.93366350120462,Secondary_suite,True,2019
60,147 TEMPLEWOOD DR NE,SECONDARY SUITE,2019/09/06,Approval,TEMPLE,51.090574127422066,-113.957491794785,Secondary_suite,False,2019
61,141 MARTINDALE DR NE,SECONDARY SUITE,2019/09/06,Approval,MARTINDALE,51.11500773216557,-113.95286025623432,Secondary_suite,True,2019
62,1934 25 ST SW,FOURPLEX DWELLING,1999/12/21,Approval,SHAGANAPPI,51.0378993,-114.1207407,Multi_unit,True,1999
63,6030 MARTINGROVE RD NE,SECONDARY SUITE,2019/09/06,Approval,MARTINDALE,51.11262236661102,-113.9509060158738,Secondary_suite,True,2019
64,6090 MADIGAN DR NE,SECONDARY SUITE,2019/09/05,Approval,MARLBOROUGH PARK,51.05501386837839,-113.94161409119205,Secondary_suite,False,2019
65,403 MALVERN DR NE,SECONDARY SUITE,2019/09/06,Approval,MARLBOROUGH PARK,51.05515971284587,-113.93688303719972,Secondary_suite,False,2019
66,6711 8 AV NE,SECONDARY SUITE,2019/09/06,Approval,MARLBOROUGH PARK,51.05953659736411,-113.93967368856991,Secondary_suite,False,2019
67,105 TUSCANY MEADOWS DR NW,SECONDARY SUITE,2019/09/11,Approval,TUSCANY,51.11434786597257,-114.24560355421741,Secondary_suite,True,2019
68,9416 OAKLAND RD SW,SECONDARY SUITE,2019/09/04,Approval,OAKRIDGE,50.97189067674835,-114.13411998137107,Secondary_suite,False,2019
69,11 ASPEN STONE WY SW,SECONDARY SUITE,2019/09/11,Approval,ASPEN WOODS,51.04556782600806,-114.21481497213324,Secondary_suite,False,2019
70,106 TARAVISTA CO NE,SECONDARY SUITE,2019/10/25,Approval,TARADALE,51.114830288827584,-113.93039083195951,Secondary_suite,False,2019
71,5312 21 ST SW,SEMI-DETACHED DWELLING,2019/10/08,Approval,NORTH GLENMORE PARK,51.006297751760215,-114.11172537665972,House,False,2019
72,112 ROSERY DR NW,SECONDARY SUITE,2019/10/07,Approval,ROSEMONT,51.0762976292836,-114.0902303166727,Secondary_suite,False,2019
73,3543 33 ST SE,SECONDARY SUITE,2019/10/25,Approval,DOVER,51.021814774471224,-113.98556742249838,Secondary_suite,False,2019
74,179 EVERSYDE CM SW,MULTI-RESIDENTIAL DEVELOPMENT,2019/09/12,Approval,EVERGREEN,50.90846123149747,-114.11264959020065,Multi_unit,False,2019
75,43 CARRINGVUE ST NW,SECONDARY SUITE,2019/10/17,Approval,CARRINGTON,51.17910916213523,-114.08056998689214,Secondary_suite,False,2019
76,40 DOUGLAS WOODS GV SE,CONTEXTUAL SINGLE DETACHED DWELLING,2019/09/06,Approval,DOUGLASDALE/GLEN,50.9412755911098,-113.98769854081922,House,False,2019
79,4 WOODGATE BA SW,SINGLE DETACHED DWELLING,2019/10/11,Approval,WOODLANDS,50.937693879279394,-114.10178896120745,House,False,2019
82,408 BRUNSWICK AV SW,CONTEXTUAL SINGLE DETACHED DWELLING,2019/10/11,Approval,ELBOYA,51.01216414872936,-114.0720716301425,House,False,2019
85,902 39 ST SE,SINGLE DETACHED DWELLING,2019/09/12,Approval,FOREST LAWN,51.0450048494966,-113.97701502865732,House,False,2019
87,1315 4A ST NW,SINGLE DETACHED DWELLING,2019/09/12,Approval,ROSEDALE,51.06373760091553,-114.07310716462663,House,False,2019
88,4623 VIRGINIA DR NW,SECONDARY SUITE,2019/09/19,Approval,VARSITY,51.09383702552171,-114.15328013837795,Secondary_suite,True,2019
89,237 VARSITY ESTATES ME NW,SINGLE DETACHED DWELLING,2019/10/18,Approval,VARSITY,51.10546982833212,-114.17658124935349,House,True,2019
90,633 15 AV SW,MULTI-RESIDENTIAL DEVELOPMENT,2016/11/03,Approval,BELTLINE,51.038631158726254,-114.07664676747817,Multi_unit,True,2016
91,3604 PARKHILL ST SW,SEMI-DETACHED DWELLING,2018/10/31,Approval,PARKHILL,51.022362369878465,-114.06408988147928,House,True,2018
92,2419 CHARLEBOIS DR NW,SINGLE DETACHED DWELLING,2019/01/04,Approval,CHARLESWOOD,51.08274631802236,-114.11549444139877,House,True,2019
94,200 NINA GD NE,MULTI-RESIDENTIAL DEVELOPMENT,2019/05/30,Approval,BRIDGELAND/RIVERSIDE,51.05024782048803,-114.03360780397743,Multi_unit,True,2019
96,3107 UPPER PL NW,SECONDARY SUITE,2019/05/24,Approval,UNIVERSITY HEIGHTS,51.07384452452742,-114.13237018952931,Secondary_suite,False,2019
98,4903 BATCHELOR CR NW,SECONDARY SUITE,2019/09/18,Approval,BRENTWOOD,51.09608448704108,-114.1337064079316,Secondary_suite,True,2019
99,12 CUMBERLAND DR NW,SINGLE DETACHED DWELLING,2019/09/20,Approval,CAMBRIAN HEIGHTS,51.0816137706987,-114.08684344422122,House,False,2019
100,421 SHAWNEE BV SW,SEMI-DETACHED DWELLING,2019/08/30,Approval,SHAWNEE SLOPES,50.92417411458082,-114.08677707634601,House,True,2019
101,298 SAGE MEADOWS PA NW,MULTI-RESIDENTIAL DEVELOPMENT,2019/10/11,Approval,SAGE HILL,51.17828068469439,-114.13170553505209,Multi_unit,False,2019
104,131 WHITESIDE RD NE,SECONDARY SUITE,2019/09/19,Approval,WHITEHORN,51.08665776505462,-113.96060731070342,Secondary_suite,True,2019
106,56 ARBOUR RIDGE PL NW,SINGLE DETACHED DWELLING,2019/09/23,Approval,ARBOUR LAKE,51.14171975185564,-114.19067348592935,House,False,2019
107,150 EVERGREEN MT SW,SECONDARY SUITE,2019/09/18,Approval,EVERGREEN,50.92011029525445,-114.10917565083362,Secondary_suite,False,2019
109,185 ARBOUR GROVE CL NW,SINGLE DETACHED DWELLING,2019/09/23,Approval,ARBOUR LAKE,51.129079031975614,-114.20755845857376,House,False,2019
110,63 FALTON RI NE,SECONDARY SUITE,2019/09/20,Approval,FALCONRIDGE,51.10512790850757,-113.94169163135828,Secondary_suite,False,2019
111,430 PANATELLA SQ NW,SECONDARY SUITE,2019/09/20,Approval,PANORAMA HILLS,51.16984030957784,-114.07691696728516,Secondary_suite,False,2019
112,24 DEER RIDGE CO SE,SINGLE DETACHED DWELLING,2019/09/26,Approval,DEER RIDGE,50.924508742869904,-114.01683356047577,House,False,2019
113,10233 HIDDEN VALLEY DR NW,SECONDARY SUITE,2019/09/19,Approval,HIDDEN VALLEY,51.14334329612521,-114.10137064437588,Secondary_suite,False,2019
114,2302 5 ST NW,MULTI-RESIDENTIAL DEVELOPMENT,2018/07/13,Approval,MOUNT PLEASANT,51.07251033599018,-114.07381759220353,Multi_unit,False,2018
115,6435 SILVER RIDGE DR NW,SECONDARY SUITE,2019/09/18,Approval,SILVER SPRINGS,51.11017503229628,-114.19696874633594,Secondary_suite,False,2019
116,4510 4 AV SE,SECONDARY SUITE,2019/09/23,Approval,FOREST HEIGHTS,51.049532059800214,-113.968129766647,Secondary_suite,False,2019
118,1008 BEL-AIRE DR SW,SINGLE DETACHED DWELLING,2019/10/28,Approval,BEL-AIRE,50.99991951854285,-114.08388459981674,House,False,2019
120,230 7A ST NE,MULTI-RESIDENTIAL DEVELOPMENT,2018/09/28,Approval,BRIDGELAND/RIVERSIDE,51.05450914876815,-114.0441658035819,Multi_unit,True,2018
121,738 5A ST NW,SINGLE DETACHED DWELLING,2019/09/23,Approval,SUNNYSIDE,51.05844545282939,-114.07558864430277,House,True,2019
122,467 34 AV NE,SINGLE DETACHED DWELLING,2017/07/07,Approval,HIGHLAND PARK,51.08304956468158,-114.05368325333912,House,False,2017
124,1826 10 AV SE,MULTI-RESIDENTIAL DEVELOPMENT,2019/09/26,Approval,INGLEWOOD,51.03513891528488,-114.02156889343985,Multi_unit,False,2019
125,216 PARKVIEW CR SE,SINGLE DETACHED DWELLING,2019/09/25,Approval,PARKLAND,50.92160909559961,-114.03221148502709,House,False,2019
131,50 NOLAN HILL RI NW,MULTI-RESIDENTIAL DEVELOPMENT,2019/05/01,Approval,NOLAN HILL,51.168910589184115,-114.15606890638406,Multi_unit,False,2019
134,16 EVANSCREST PA NW,MULTI-RESIDENTIAL DEVELOPMENT,2019/04/29,Approval,EVANSTON,51.180751429981186,-114.10657146512145,Multi_unit,False,2019
135,100 NOLANFIELD WY NW,SECONDARY SUITE,2019/01/23,Approval,NOLAN HILL,51.17435233993801,-114.15712837293428,Secondary_suite,False,2019
139,2039 30 AV SW,SEMI-DETACHED DWELLING,2019/04/18,Approval,SOUTH CALGARY,51.026627751367556,-114.10918804214673,House,False,2019
142,4011 55 ST NE,SECONDARY SUITE,2019/10/15,Approval,TEMPLE,51.088572647766846,-113.95299878511088,Secondary_suite,False,2019
143,44 EAGLE CREST PL SW,SINGLE DETACHED DWELLING,2019/09/16,Approval,EAGLE RIDGE,50.984817765237494,-114.1025270412112,House,False,2019
149,3827 49 ST NE,SINGLE DETACHED DWELLING,2019/08/12,Approval,WHITEHORN,51.08774272330341,-113.96270341742864,House,True,2019
151,24 BEACHAM RI NW,SECONDARY SUITE,2019/10/23,Refusal,BEDDINGTON HEIGHTS,51.12873339067377,-114.09596581161816,Secondary_suite,False,2019
155,951 MAITLAND WY NE,SECONDARY SUITE,2019/09/18,Approval,MARLBOROUGH PARK,51.06033040212419,-113.93571823978188,Secondary_suite,False,2019
156,280 SKYVIEW RANCH RD NE,MULTI-RESIDENTIAL DEVELOPMENT,2018/03/28,Approval,SKYVIEW RANCH,51.163018824528635,-113.95455323612715,Multi_unit,False,2018
158,1521 20 AV NW,MULTI-RESIDENTIAL DEVELOPMENT,2018/12/28,Approval,CAPITOL HILL,51.07041300539878,-114.09594172091465,Multi_unit,True,2018
159,77 COUGAR RIDGE CV SW,SINGLE DETACHED DWELLING,2019/09/12,Approval,COUGAR RIDGE,51.07501565009863,-114.21211076788394,House,False,2019
163,314 SHERWOOD PL NW,SECONDARY SUITE,2019/10/25,Approval,SHERWOOD,51.159479628856154,-114.15336349159729,Secondary_suite,False,2019
164,37 SAGE BLUFF RI NW,SECONDARY SUITE,2019/10/28,Approval,SAGE HILL,51.17921275907448,-114.13420195953144,Secondary_suite,False,2019
166,183 TARAVISTA DR NE,SECONDARY SUITE,2019/07/31,Approval,TARADALE,51.120727461492045,-113.93785777969313,Secondary_suite,False,2019
167,68 WHITEFIELD CL NE,SECONDARY SUITE,2019/10/07,Approval,WHITEHORN,51.086518251618116,-113.9758904643092,Secondary_suite,True,2019
171,131 SHERWOOD HL NW,SECONDARY SUITE,2019/09/30,Approval,SHERWOOD,51.15593489365277,-114.15202500277329,Secondary_suite,False,2019
174,1943 MATHESON DR NE,SECONDARY SUITE,2019/09/30,Approval,MAYLAND HEIGHTS,51.05551558770994,-114.01129512812494,Secondary_suite,False,2019
175,519 HAWKSIDE ME NW,SECONDARY SUITE,2019/10/15,Approval,HAWKWOOD,51.12539218449042,-114.18207484710496,Secondary_suite,False,2019
179,858 KINCORA BA NW,SECONDARY SUITE,2019/10/17,Approval,KINCORA,51.160174624844466,-114.1397482803266,Secondary_suite,False,2019
180,2203 BROADVIEW RD NW,BACKYARD SUITE,2019/10/25,Approval,WEST HILLHURST,51.050078794040346,-114.11077937676298,Secondary_suite,False,2019
182,327 PINEWIND CL NE,SECONDARY SUITE,2019/10/16,Approval,PINERIDGE,51.07971751274065,-113.95066001582519,Secondary_suite,False,2019
183,43 FALWORTH CO NE,SINGLE DETACHED DWELLING,2019/10/28,Approval,FALCONRIDGE,51.10191925343279,-113.95119138061932,House,False,2019
185,851 PARKRIDGE RD SE,SINGLE DETACHED DWELLING,2019/10/04,Approval,PARKLAND,50.91320524286285,-114.02127255999805,House,False,2019
188,3716 BROOKLYN CR NW,SINGLE DETACHED DWELLING,2019/10/25,Approval,BRENTWOOD,51.08674339921309,-114.12152330765457,House,True,2019
192,1700 73 ST SW,TOWNHOUSES,2017/04/24,Approval,ASPEN WOODS,51.03946695783667,-114.1932877081557,House,False,2017
194,5007 MARCHAND CR NE,SINGLE DETACHED DWELLING,2019/10/10,Approval,MARLBOROUGH,51.05447176351977,-113.96173181045714,House,True,2019
195,320 19 AV SW,APARTMENT BUILDING,2017/11/16,Approval,MISSION,51.03634720560064,-114.06972784265378,Multi_unit,False,2017
196,10 FROBISHER BV SE,MULTI-RESIDENTIAL DEVELOPMENT,2017/10/20,Approval,FAIRVIEW,50.97986369049468,-114.06698011809199,Multi_unit,False,2017
197,423 TARACOVE ESTATE DR NE,SECONDARY SUITE,2019/10/17,Approval,TARADALE,51.11996940969064,-113.9375833196964,Secondary_suite,False,2019
201,1705 WESTMOUNT RD NW,MULTI-RESIDENTIAL DEVELOPMENT,2018/07/12,Approval,HILLHURST,51.05192378419738,-114.09838959827526,Multi_unit,True,2018
204,87 MASSEY PL SW,SINGLE DETACHED DWELLING,2018/10/26,Approval,MAYFAIR,50.99573587093896,-114.09399099706896,House,False,2018
205,2116 36 AV SW,MULTI-RESIDENTIAL DEVELOPMENT,2018/09/20,Approval,ALTADORE,51.02162563602155,-114.11014755720905,Multi_unit,False,2018
210,56 HENDON DR NW,SINGLE DETACHED DWELLING,2019/01/10,Approval,HIGHWOOD,51.08963601215915,-114.0776928811438,House,False,2019
212,6624 25 AV NE,MULTI-RESIDENTIAL DEVELOPMENT,2017/07/14,Approval,PINERIDGE,51.075329420194095,-113.93880568755512,Multi_unit,False,2017
213,6936 BOW CR NW,SINGLE DETACHED DWELLING,2019/08/29,Approval,BOWNESS,51.09317183524772,-114.18916703034435,House,False,2019
214,445 34 AV NE,SINGLE DETACHED DWELLING,2017/04/20,Approval,HIGHLAND PARK,51.083081297614704,-114.05380193665722,House,False,2017
215,19489 MAIN ST SE,APARTMENT BUILDING,2019/06/06,Approval,SETON,50.87797034584816,-113.95250673704074,Multi_unit,False,2019
216,1926 12 AV SW,MULTI-RESIDENTIAL DEVELOPMENT,2018/10/25,Approval,SUNALTA,51.0427362890357,-114.10554892906521,Multi_unit,True,2018
217,2911 UNDERHILL DR NW,SECONDARY SUITE,2019/04/18,Approval,UNIVERSITY HEIGHTS,51.072398786218045,-114.12822237940956,Secondary_suite,False,2019
218,419 7 ST NW,MULTI-RESIDENTIAL DEVELOPMENT,2018/03/29,Approval,SUNNYSIDE,51.05818462873145,-114.08150987877802,Multi_unit,True,2018
219,819 81 ST SW,MULTI-RESIDENTIAL DEVELOPMENT,2019/01/24,Approval,WEST SPRINGS,51.06287384261535,-114.20523258684669,Multi_unit,False,2019
222,232 20 AV NE,MULTI-RESIDENTIAL DEVELOPMENT,2019/01/17,Approval,TUXEDO PARK,51.07073922529425,-114.05813958289906,Multi_unit,False,2019
223,7400 80 AV NE,MULTI-RESIDENTIAL DEVELOPMENT,2018/11/06,Approval,SADDLE RIDGE,51.125315925760546,-113.9267882876062,Multi_unit,True,2018
224,6112 33 AV NW,MULTI-RESIDENTIAL DEVELOPMENT,2019/03/07,Approval,BOWNESS,51.08252049464141,-114.1740107091333,Multi_unit,False,2019
225,1509 15 AV SW,MULTI-RESIDENTIAL DEVELOPMENT,2019/05/29,Approval,SUNALTA,51.03937996434066,-114.09560943294814,Multi_unit,True,2019
226,3802 8A ST SW,SINGLE DETACHED DWELLING,2019/09/10,Approval,ELBOW PARK,51.02150403848332,-114.08488773648371,House,False,2019
230,940 38 ST SW,MULTI-RESIDENTIAL DEVELOPMENT,2019/08/21,Approval,ROSSCARROCK,51.043569981765955,-114.14242664504141,Multi_unit,True,2019
232,2115 10 AV NW,SINGLE DETACHED DWELLING,2019/09/27,Approval,WEST HILLHURST,51.060883675519065,-114.11278874837922,House,False,2019
233,1736 28 AV SW,MULTI-RESIDENTIAL DEVELOPMENT,2019/07/16,Approval,SOUTH CALGARY,51.02871045604497,-114.10177638540364,Multi_unit,False,2019
239,284 WOODFIELD RD SW,SINGLE DETACHED DWELLING,2019/10/04,Approval,WOODBINE,50.935257454629536,-114.12468801979249,House,False,2019
240,12400 BEARSPAW DAM RD NW,SINGLE DETACHED DWELLING,2019/08/13,Approval,HASKAYNE,51.10730186149114,-114.28049408431755,House,False,2019
241,7224 BOW CR NW,SINGLE DETACHED DWELLING,2019/08/19,Approval,BOWNESS,51.095992251660064,-114.19221612894194,House,False,2019
243,525 COPPERFIELD BV SE,SECONDARY SUITE,2019/10/01,Approval,COPPERFIELD,50.91081263489365,-113.94566242936779,Secondary_suite,False,2019
246,28 WHITAKER CL NE,SECONDARY SUITE,2019/10/11,Approval,WHITEHORN,51.0874573340276,-113.97883478150447,Secondary_suite,True,2019
247,138 FYFFE RD SE,BACKYARD SUITE,2019/09/24,Approval,FAIRVIEW,50.984140534378106,-114.0534175367365,Secondary_suite,False,2019
248,40 PENWORTH CR SE,SECONDARY SUITE,2019/10/02,Approval,PENBROOKE MEADOWS,51.04947622331153,-113.95396410381218,Secondary_suite,False,2019
249,3335 34 AV SW,SECONDARY SUITE,2019/09/27,Approval,RUTLAND PARK,51.023141064764516,-114.13472535829771,Secondary_suite,False,2019
250,211 CITADEL MR NW,SINGLE DETACHED DWELLING,2019/09/26,Approval,CITADEL,51.14217466247448,-114.17695536971956,House,False,2019
251,12 STANLEY CR SW,SINGLE DETACHED DWELLING,2019/09/20,Approval,ELBOYA,51.00949639118212,-114.0709590875782,House,False,2019
252,136 VARSITY CR NW,SINGLE DETACHED DWELLING,2019/09/30,Approval,VARSITY,51.08912377722592,-114.16560202349513,House,True,2019
253,12 FALLINGWORTH PL NE,SECONDARY SUITE,2019/10/11,Approval,FALCONRIDGE,51.10244121619934,-113.94864475381954,Secondary_suite,False,2019
254,231 RUNDLERIDGE RD NE,SECONDARY SUITE,2019/10/11,Approval,RUNDLE,51.068211056790034,-113.97335258189884,Secondary_suite,True,2019
256,10315 8 ST SW,SECONDARY SUITE,2019/10/01,Approval,SOUTHWOOD,50.96138355508176,-114.083566090321,Secondary_suite,False,2019
257,6327 TRAVOIS CR NW,SECONDARY SUITE,2019/10/24,Approval,THORNCLIFFE,51.109098655286274,-114.06403671748669,Secondary_suite,False,2019
259,218 SAVANNA CL NE,SECONDARY SUITE,2019/10/07,Approval,SADDLE RIDGE,51.13404859986047,-113.96361335794514,Secondary_suite,True,2019
260,128 PANAMOUNT MR NW,SECONDARY SUITE,2019/10/04,Approval,PANORAMA HILLS,51.161680389983815,-114.08449949676651,Secondary_suite,False,2019
262,3407 38 ST NE,SECONDARY SUITE,2019/10/07,Approval,WHITEHORN,51.08282975441541,-113.9785236582113,Secondary_suite,True,2019
263,114 COPPERPOND ST SE,SECONDARY SUITE,2019/10/21,Approval,COPPERFIELD,50.917092026338615,-113.91592162830635,Secondary_suite,False,2019
264,312 PINEWIND CL NE,SINGLE DETACHED DWELLING,2019/10/07,Approval,PINERIDGE,51.08029280099736,-113.9503691204456,House,False,2019
267,3307 BOULTON RD NW,SECONDARY SUITE,2019/10/21,Approval,BRENTWOOD,51.09163869919509,-114.13535092187564,Secondary_suite,True,2019
268,102 SADDLELAND CR NE,SECONDARY SUITE,2019/10/28,Approval,SADDLE RIDGE,51.13227473665489,-113.9359055022366,Secondary_suite,True,2019
269,31 SPOKANE ST SW,SECONDARY SUITE,2019/10/23,Approval,SOUTHWOOD,50.963127142641746,-114.09317434169321,Secondary_suite,False,2019
273,11224 BRAXTON RD SW,SECONDARY SUITE,2019/10/25,Approval,BRAESIDE,50.95244856317671,-114.10390267091023,Secondary_suite,False,2019
274,4 TARALAKE HE NE,SINGLE DETACHED DWELLING,2019/09/20,Approval,TARADALE,51.124048994988364,-113.92464034927977,House,False,2019
278,69 LEGACY LD SE,SINGLE DETACHED DWELLING,2019/10/21,Approval,LEGACY,50.859041934749285,-114.01208099872109,House,False,2019
279,1826 28 AV SW,SINGLE DETACHED DWELLING,2019/10/07,Approval,SOUTH CALGARY,51.028707797871064,-114.10356391779844,House,False,2019
282,43 SANDERLING RI NW,SINGLE DETACHED DWELLING,2019/10/09,Approval,SANDSTONE VALLEY,51.137502226630076,-114.0892396337045,House,False,2019
292,117 SHANNON ESTATES TC SW,SINGLE DETACHED DWELLING,2019/10/11,Approval,SHAWNESSY,50.91066179262148,-114.09625674441814,House,True,2019
294,1427 5 ST NW,SINGLE DETACHED DWELLING,2019/10/17,Approval,ROSEDALE,51.06486855118922,-114.0745017153408,House,False,2019
295,192 NOLANCREST CI NW,SECONDARY SUITE,2019/09/11,Approval,NOLAN HILL,51.17453807165503,-114.17510382576259,Secondary_suite,False,2019
297,712 4A ST NW,SINGLE DETACHED DWELLING,2019/10/28,Approval,SUNNYSIDE,51.058000921956136,-114.07275279616181,House,True,2019
298,16 SADDLECREST GD NE,SECONDARY SUITE,2019/09/11,Approval,SADDLE RIDGE,51.137857804016726,-113.93714558531185,Secondary_suite,True,2019
300,70 TARACOVE ESTATE DR NE,SECONDARY SUITE,2019/09/27,Approval,TARADALE,51.11919082091927,-113.94569357642231,Secondary_suite,False,2019
301,8824 FAIRMOUNT DR SE,SECONDARY SUITE,2019/10/25,Approval,ACADIA,50.975170026969344,-114.05959015391731,Secondary_suite,False,2019
303,1090 TARADALE DR NE,SECONDARY SUITE,2019/10/22,Approval,TARADALE,51.12219200461193,-113.93085861275259,Secondary_suite,False,2019
306,4344 72 ST NW,SINGLE DETACHED DWELLING,2019/10/11,Approval,BOWNESS,51.09056432823616,-114.19338125732472,House,False,2019
308,6372 PINERIDGE RD NE,SECONDARY SUITE,2019/10/22,Approval,PINERIDGE,51.071800426768704,-113.93986063599793,Secondary_suite,False,2019
