,Address,ProposedUseDescription,DecisionDate,Decision,CommunityName,Latitude,Longitude,Permit_category_new,CTrain,Year
2895,424 5 AV NE,APARTMENT BUILDING,1998/06/22,Approval,RENFREW,51.05728134249823,-114.05281488526056,Multi_unit,False,1998
2896,46 BERKLEY CL NW,SEMI-DETACHED DWELLING,1998/03/26,Approval,BEDDINGTON HEIGHTS,51.12781032045977,-114.07978980707878,House,False,1998
2897,227 PINESET PL NE,SEMI-DETACHED DWELLING,1998/04/08,Approval,PINERIDGE,51.07216507140708,-113.95417212800848,House,False,1998
2898,403 2 AV NE,APARTMENT BUILDING,1998/07/29,Approval,CRESCENT HEIGHTS,51.054073593623094,-114.05415548540684,Multi_unit,False,1998
2899,4309 BOWNESS RD NW,SEMI-DETACHED DWELLING,1997/09/11,Approval,MONTGOMERY,51.068080315503146,-114.1547799905437,House,False,1997
2900,2034 1 AV NW,SEMI-DETACHED DWELLING,1998/04/30,Approval,WEST HILLHURST,51.053562832400296,-114.10743941167631,House,False,1998
2901,1626 14 AV SW,APARTMENT BUILDING,1998/04/16,Approval,SUNALTA,51.04063665647645,-114.09836350819195,Multi_unit,True,1998
2902,848 ABBEYDALE DR NE,SEMI-DETACHED DWELLING,1998/04/30,Approval,ABBEYDALE,51.06010998448282,-113.93221901155162,House,False,1998
2903,134 29 AV NW,APARTMENT BUILDING,1998/05/06,Approval,TUXEDO PARK,51.07885583790698,-114.06454078855593,Multi_unit,False,1998
2904,129 32 AV NW,SEMI-DETACHED DWELLING,1997/08/14,Approval,TUXEDO PARK,51.08139756502453,-114.06427404383676,House,False,1997
2905,3724 43 ST SW,SEMI-DETACHED DWELLING,1996/09/19,Approval,GLENBROOK,51.021443830751146,-114.14945378770048,House,False,1996
2906,4527A 19 AV NW,SEMI-DETACHED DWELLING,1997/01/16,Approval,MONTGOMERY,51.07147481818482,-114.15736528611755,House,False,1997
2907,4315 RICHARDSON RD SW,TOWNHOUSES,1997/02/20,Approval,LINCOLN PARK,51.016535978524544,-114.13417115537723,House,False,1997
2908,3701 15 ST SW,APARTMENT BUILDING,1996/09/27,Approval,ALTADORE,51.021802750117146,-114.09778208415037,Multi_unit,False,1996
2910,2439 6 AV NW,SEMI-DETACHED DWELLING,1998/01/05,Approval,WEST HILLHURST,51.05805859820592,-114.11760193561398,House,False,1998
2911,1401 1 AV NW,SEMI-DETACHED DWELLING,1997/03/12,Approval,HILLHURST,51.05331346740591,-114.09192124198056,House,True,1997
2912,1516 17 AV NW,SEMI-DETACHED DWELLING,1997/09/23,Approval,CAPITOL HILL,51.06796896903,-114.09565433749336,House,True,1997
2913,1723 35 ST SE,APARTMENT BUILDING,1997/04/03,Approval,ALBERT PARK/RADISSON HEIGHTS,51.03848389973483,-113.9833141452598,Multi_unit,True,1997
2914,5717 14 AV SW,TOWNHOUSES,1995/07/13,Approval,CHRISTIE PARK,51.039679856648505,-114.17020797405651,House,True,1995
2915,2025 24A ST SW,SEMI-DETACHED DWELLING,1997/01/29,Approval,RICHMOND,51.03524607923364,-114.1195415775702,House,False,1997
2916,#500 5616 14 AV SW,TOWNHOUSES,1997/10/31,Approval,CHRISTIE PARK,51.040071210610705,-114.16874264870079,House,True,1997
2918,2102 4 AV NW,TOWNHOUSES,1998/08/13,Approval,WEST HILLHURST,51.05638931602145,-114.10827873996789,House,False,1998
2919,24A CEDARWOOD RI SW,SEMI-DETACHED DWELLING,1997/09/04,Approval,CEDARBRAE,50.953302177096965,-114.13095328320402,House,False,1997
2920,1736 6 AV NW,SEMI-DETACHED DWELLING,1997/09/04,Approval,HILLHURST,51.057831104436325,-114.09980538846771,House,True,1997
2921,1610 34 AV SW,TOWNHOUSES,1997/02/20,Approval,SOUTH CALGARY,51.02330546201493,-114.09774995224609,House,False,1997
2922,1520 21 AV NW,SEMI-DETACHED DWELLING,1997/03/19,Approval,CAPITOL HILL,51.07157735403778,-114.09590478902872,House,True,1997
2923,1700 26 AV SW,FOURPLEX DWELLING,1996/12/05,Approval,BANKVIEW,51.03053374964564,-114.09959606086645,Multi_unit,False,1996
2925,527 15 AV SW,APARTMENT BUILDING,1998/04/22,Approval,CONNAUGHT,51.038748331301285,-114.0732396369719,Multi_unit,False,1998
2926,40 PROMENADE WY SE,TOWNHOUSES,1998/05/19,Approval,MCKENZIE TOWNE,50.91387453699347,-113.96669709047363,House,False,1998
2928,1721 43 ST SE,APARTMENT BUILDING,1999/05/06,Approval,FOREST LAWN,51.038542255066716,-113.97162446350931,Multi_unit,False,1999
2929,3625 2 ST SW,SEMI-DETACHED DWELLING,1999/05/11,Approval,PARKHILL,51.0222290016161,-114.06887100956585,House,True,1999
2930,442 TEMPLEVIEW DR NE,SEMI-DETACHED DWELLING,1999/04/20,Approval,TEMPLE,51.081846027635876,-113.94209858371731,House,False,1999
2931,402 18 AV NE,APARTMENT BUILDING,1999/07/27,Approval,WINSTON HEIGHTS/MOUNTVIEW,51.068919946594356,-114.05581169545236,Multi_unit,False,1999
2932,15320 BANNISTER RD SE,APARTMENT BUILDING,1999/04/29,Approval,MIDNAPORE,50.9145787,-114.0655546,Multi_unit,True,1999
2933,1424 CENTRE A ST NE,TOWNHOUSES,1995/11/30,Approval,CRESCENT HEIGHTS,51.065311581167535,-114.06102639224643,House,False,1995
2934,1615 13 AV SW,APARTMENT BUILDING,1999/06/17,Approval,SUNALTA,51.04133652939775,-114.09771625019128,Multi_unit,True,1999
2935,4016 CENTRE A ST NE,DUPLEX DWELLING,1997/10/09,Approval,HIGHLAND PARK,51.0883609223167,-114.06085975178215,Multi_unit,False,1997
2936,1236 15 AV SW,APARTMENT BUILDING,1998/03/09,Approval,CONNAUGHT,51.03947352266079,-114.09087419187924,Multi_unit,False,1998
2937,215 17 AV NE,APARTMENT BUILDING,1998/08/27,Approval,TUXEDO PARK,51.06777935681761,-114.0590226984817,Multi_unit,False,1998
2938,2201 4 AV NW,SEMI-DETACHED DWELLING,1998/05/08,Approval,WEST HILLHURST,51.056173926559275,-114.11067387249828,House,False,1998
2939,2703 18 ST NW,SEMI-DETACHED DWELLING,1998/04/23,Approval,CAPITOL HILL,51.0756736798313,-114.1051241037637,House,True,1998
2940,2401 1 ST SW,TOWNHOUSES,1998/06/04,Approval,MISSION,51.03120772145399,-114.06670641078695,House,False,1998
2941,1623 28 AV SW,APARTMENT BUILDING,1998/09/09,Approval,SOUTH CALGARY,51.02847918974613,-114.09848737283545,Multi_unit,False,1998
2942,512 13 AV NE,SEMI-DETACHED DWELLING,1999/06/07,Approval,RENFREW,51.06430389778631,-114.0525125051124,House,False,1999
2943,6645 18 ST SE,DUPLEX DWELLING,1999/05/06,Approval,OGDEN,50.9942826446881,-114.01653099489828,Multi_unit,False,1999
2944,1637 33 AV SW,SEMI-DETACHED DWELLING,1999/07/08,Approval,SOUTH CALGARY,51.02387898484318,-114.09925073211916,House,False,1999
2945,408 27 AV NW,SEMI-DETACHED DWELLING,1999/03/04,Approval,MOUNT PLEASANT,51.07707400594272,-114.06799103080552,House,False,1999
2946,4225 CROWCHILD TR SW,TOWNHOUSES,1998/04/09,Approval,CFB - CURRIE,51.020757545617116,-114.11825384738,House,False,1998
2947,1709 1 AV NW,SEMI-DETACHED DWELLING,1998/04/30,Approval,HILLHURST,51.05336295275555,-114.0984385756028,House,True,1998
2948,1505 23 AV SW,TOWNHOUSES,1998/06/04,Approval,BANKVIEW,51.033119063244094,-114.09630960270069,House,False,1998
2950,1926 25 ST SW,FOURPLEX DWELLING,1999/05/19,Approval,SHAGANAPPI,51.0378993,-114.1207407,Multi_unit,True,1999
2951,15889 MCKENZIE LAKE BV SE,TOWNHOUSES,1996/08/08,Approval,MCKENZIE LAKE,50.91216283740209,-113.9870388255613,House,False,1996
2952,3899 FONDA WY SE,SEMI-DETACHED DWELLING,1996/06/13,Approval,FOREST HEIGHTS,51.04649286749135,-113.97948787751808,House,False,1996
2953,4 HARVEST OAK DR NE,TOWNHOUSES,1996/09/18,Approval,HARVEST HILLS,51.15249709205718,-114.06356686415182,House,False,1996
2954,136 EDGEMONT ESTATES DR NW,TOWNHOUSES,1996/06/20,Approval,EDGEMONT,51.118323994096784,-114.1516091038114,House,False,1996
2955,4220 BOWNESS RD NW,SEMI-DETACHED DWELLING,1998/09/24,Approval,MONTGOMERY,51.067725793735335,-114.15373372750109,House,False,1998
2956,18 VARSITY ESTATES PA NW,TOWNHOUSES,2000/06/08,Approval,VARSITY,51.10200012262326,-114.16464531888826,House,True,2000
2957,5 DOVERCLIFFE WY SE,SEMI-DETACHED DWELLING,2000/07/04,Approval,DOVER,51.02594950600764,-113.97728868164185,House,False,2000
2958,2212 114 AV SE,TOWNHOUSES,2000/07/21,Approval,EAST SHEPARD INDUSTRIAL,50.9505927,-113.9574461,House,False,2000
2959,2210 9 AV SE,SEMI-DETACHED DWELLING,2000/06/29,Approval,INGLEWOOD,51.0326184288273,-114.01358014764477,House,False,2000
2960,1930 24A ST SW,FOURPLEX DWELLING,1998/11/05,Approval,SCARBORO/SUNALTA WEST,51.03829,-114.1193615,Multi_unit,True,1998
2961,2646 RUNDLELAWN RD NE,TOWNHOUSES,1998/09/16,Approval,RUNDLE,51.076218002521145,-113.9739060662322,House,True,1998
2963,2127 1 AV NW,SEMI-DETACHED DWELLING,2000/08/18,Approval,WEST HILLHURST,51.05332952450625,-114.10968241327468,House,False,2000
2964,10223 ROCKY VISTA DR NW,TOWNHOUSES,2000/08/11,Approval,ROCKY RIDGE,51.138440755128116,-114.23585269973113,House,False,2000
2965,545 15 AV SW,APARTMENT BUILDING,1998/10/21,Approval,CONNAUGHT,51.03876323537271,-114.07405427979731,Multi_unit,False,1998
2967,8 PROMINENCE PH SW,SEMI-DETACHED DWELLING,1998/08/24,Approval,PATTERSON,51.06332723241511,-114.17072808725891,House,False,1998
2968,4220 BOWNESS RD NW,SEMI-DETACHED DWELLING,1998/04/30,Approval,MONTGOMERY,51.067725793735335,-114.15373372750109,House,False,1998
2970,1737 7 AV NW,SEMI-DETACHED DWELLING,1995/12/14,Approval,HILLHURST,51.058570249368394,-114.1000769261614,House,True,1995
2972,1106 54 ST SE,TOWNHOUSES,2000/06/09,Approval,PENBROOKE MEADOWS,51.0435833139836,-113.95517469543866,House,False,2000
2973,3106 50 ST SW,SEMI-DETACHED DWELLING,1995/10/26,Approval,GLENBROOK,51.02645151498518,-114.15937057711952,House,False,1995
2974,1910 1 ST NW,FOURPLEX DWELLING,1998/12/10,Approval,TUXEDO PARK,51.06923205973288,-114.06379025295305,Multi_unit,False,1998
2975,#22 72 MILLSIDE DR SW,TOWNHOUSES,1998/10/16,Approval,MILLRISE,50.91994244975636,-114.07665297429679,House,False,1998
2976,3015 12 AV SW,SEMI-DETACHED DWELLING,1998/05/07,Approval,SHAGANAPPI,51.04131113764793,-114.13075815917584,House,True,1998
2977,145 FONDA CO SE,SEMI-DETACHED DWELLING,1998/03/05,Approval,FOREST HEIGHTS,51.04800406332963,-113.97469424642871,House,False,1998
2978,139 32 AV NE,DUPLEX DWELLING,1995/05/04,Approval,TUXEDO PARK,51.081397339025706,-114.0602940679084,Multi_unit,False,1995
2979,649 MARSH RD NE,APARTMENT BUILDING,1995/08/10,Approval,BRIDGELAND/RIVERSIDE,51.052669179134206,-114.0490117412924,Multi_unit,True,1995
2980,2035 27 ST SW,SEMI-DETACHED DWELLING,1995/06/09,Approval,KILLARNEY/GLENGARRY,51.03497318353738,-114.12684450745992,House,False,1995
2981,735 12 AV SW,APARTMENT BUILDING,1995/04/27,Approval,BELTLINE,51.041725359336084,-114.07857751792878,Multi_unit,True,1995
2982,224 15 AV SW,APARTMENT BUILDING,1999/05/13,Approval,BELTLINE,51.0388121095432,-114.0674200035077,Multi_unit,True,1999
2983,2540 7 AV NW,SEMI-DETACHED DWELLING,1999/06/29,Approval,WEST HILLHURST,51.058832319140784,-114.12003979519699,House,False,1999
2984,226 WHITLOCK PL NE,SEMI-DETACHED DWELLING,1998/08/20,Approval,WHITEHORN,51.08403949924164,-113.9740675863764,House,True,1998
2985,2222 WESTMOUNT RD NW,FOURPLEX DWELLING,2002/05/23,Approval,WEST HILLHURST,51.05213387938024,-114.11176372754755,Multi_unit,False,2002
2986,2703 6 AV NW,SEMI-DETACHED DWELLING,1998/10/22,Approval,WEST HILLHURST,51.057708142196454,-114.12318021135133,House,False,1998
2987,100 SIERRA MORENA LD SW,SEMI-DETACHED DWELLING,1998/10/29,Approval,SIGNAL HILL,51.01441826216803,-114.1888464504325,House,False,1998
2988,4311 16A ST SW,SEMI-DETACHED DWELLING,1999/06/10,Approval,ALTADORE,51.01558264436525,-114.1021315725432,House,False,1999
2989,1824 WESTMOUNT RD NW,SEMI-DETACHED DWELLING,1999/07/29,Approval,HILLHURST,51.0521524092328,-114.10203004869136,House,True,1999
2990,27 FALTON DR NE,SEMI-DETACHED DWELLING,1999/04/29,Approval,FALCONRIDGE,51.101488203144534,-113.94094623943371,House,False,1999
2991,48 PINECLIFF CL NE,SEMI-DETACHED DWELLING,1998/03/19,Approval,PINERIDGE,51.07673561107645,-113.93581648241968,House,False,1998
2992,1516 24 AV SW,APARTMENT BUILDING,1998/04/09,Approval,BANKVIEW,51.03226685563182,-114.0966434130567,Multi_unit,False,1998
2993,8 EDGELAND CL NW,TOWNHOUSES,1998/04/02,Approval,EDGEMONT,51.12539506919728,-114.15908627584648,House,False,1998
2994,4527 70 ST NW,SEMI-DETACHED DWELLING,1998/03/19,Approval,BOWNESS,51.09235595821665,-114.19408810429192,House,False,1998
2995,131 20 AV NE,TOWNHOUSES,1996/07/10,Approval,TUXEDO PARK,51.070504244032314,-114.0605993715125,House,False,1996
2996,87 DEERVIEW WY SE,SEMI-DETACHED DWELLING,1996/05/16,Approval,DEER RIDGE,50.93054180747835,-114.02086860485252,House,False,1996
2997,1212 12 ST SW,TOWNHOUSES,1996/05/28,Approval,BELTLINE,51.04162011300219,-114.09122960702015,House,True,1996
2998,112 34 ST NW,APARTMENT BUILDING,1997/01/06,Approval,PARKDALE,51.05734003776337,-114.1370336513152,Multi_unit,False,1997
2999,4310 38 ST NE,SEMI-DETACHED DWELLING,1997/06/26,Approval,WHITEHORN,51.09029521809713,-113.97824532845112,House,True,1997
3000,141 BERMUDA DR NW,SEMI-DETACHED DWELLING,1997/06/19,Approval,BEDDINGTON HEIGHTS,51.13186633799142,-114.07503867565191,House,False,1997
3001,5132 BOWNESS RD NW,SEMI-DETACHED DWELLING,1997/06/19,Approval,MONTGOMERY,51.07592310751624,-114.16827426283571,House,False,1997
3003,15 ROCKY RIDGE GA NW,TOWNHOUSES,1997/08/15,Approval,ROCKY RIDGE,51.144418020514756,-114.24108238019188,House,False,1997
3004,2412 56 ST NE,SEMI-DETACHED DWELLING,1998/07/16,Approval,PINERIDGE,51.073501485044545,-113.95241039802116,House,False,1998
3005,3412 56 ST NE,TOWNHOUSES,1998/01/15,Approval,TEMPLE,51.08303169849332,-113.95283196100858,House,False,1998
3006,38 COUNTRY HILLS VW NW,APARTMENT BUILDING,1998/04/08,Approval,COUNTRY HILLS,51.146077627327976,-114.07946430245426,Multi_unit,False,1998
3007,14797 MT MCKENZIE DR SE,TOWNHOUSES,1998/03/02,Approval,MCKENZIE LAKE,50.92212546482654,-113.98175628121362,House,False,1998
3009,600 EAU CLAIRE AV SW,APARTMENT BUILDING,1997/08/13,Approval,EAU CLAIRE,51.05265407999003,-114.07432506510901,Multi_unit,True,1997
3010,923 33 ST NW,SEMI-DETACHED DWELLING,1997/06/11,Approval,PARKDALE,51.06038156454013,-114.13158820942623,House,False,1997
3011,2536 2 AV NW,SEMI-DETACHED DWELLING,1997/07/15,Approval,WEST HILLHURST,51.05433243225674,-114.11990181417994,House,False,1997
3012,10703 24 ST SW,TOWNHOUSES,1998/08/12,Approval,PALLISER,50.9631052,-114.1178792,House,False,1998
3013,112 14 AV SE,TOWNHOUSES,1998/03/12,Approval,VICTORIA PARK,51.03962564765727,-114.06259958248056,House,False,1998
3014,415 28 AV NW,SEMI-DETACHED DWELLING,1998/03/05,Approval,MOUNT PLEASANT,51.077731642772214,-114.06842843759786,House,False,1998
3015,3713 15A ST SW,FOURPLEX DWELLING,1999/04/21,Approval,ALTADORE,51.021623132865315,-114.09922377979349,Multi_unit,False,1999
3016,507 44 ST SE,SEMI-DETACHED DWELLING,1998/12/21,Approval,FOREST HEIGHTS,51.04901282017702,-113.97020078578664,House,False,1998
3017,629A 2 AV NW,SEMI-DETACHED DWELLING,1998/02/19,Approval,SUNNYSIDE,51.05851688155982,-114.07703986811217,House,True,1998
3018,631B 2 AV NW,SEMI-DETACHED DWELLING,1998/02/19,Approval,SUNNYSIDE,51.05837560494282,-114.07727634409098,House,True,1998
3019,1220 18 AV NW,SEMI-DETACHED DWELLING,1998/01/22,Approval,CAPITOL HILL,51.06886830208139,-114.08850531744191,House,True,1998
3020,1916 35 ST SW,FOURPLEX DWELLING,1998/03/12,Approval,KILLARNEY/GLENGARRY,51.03720798864264,-114.13813858271969,Multi_unit,False,1998
3021,16 BLACKTHORN BA NE,FOURPLEX DWELLING,1998/05/27,Approval,THORNCLIFFE,51.10963415437601,-114.05578070443292,Multi_unit,False,1998
3022,6235 PENEDO WY SE,SEMI-DETACHED DWELLING,1998/07/16,Approval,PENBROOKE MEADOWS,51.04342465673666,-113.94267325013644,House,False,1998
3023,1209 18 AV NW,SEMI-DETACHED DWELLING,1996/12/02,Approval,CAPITOL HILL,51.06863048038906,-114.0879683452886,House,True,1996
3024,288 PENSVILLE CL SE,TOWNHOUSES,1998/08/19,Approval,PENBROOKE MEADOWS,51.04788178368777,-113.9457615021002,House,False,1998
3025,8345 CENTRE ST NW,SEMI-DETACHED DWELLING,1998/08/06,Approval,BEDDINGTON HEIGHTS,51.13048939894363,-114.071614773286,House,False,1998
3026,614 ROYAL AV SW,APARTMENT BUILDING,1998/02/11,Approval,CLIFF BUNGALOW,51.034927957866316,-114.07515244800423,Multi_unit,False,1998
3027,614 ROYAL AV SW,APARTMENT BUILDING,1998/02/11,Approval,CLIFF BUNGALOW,51.034927957866316,-114.07515244800423,Multi_unit,False,1998
3028,2440 26 ST SW,SEMI-DETACHED DWELLING,1999/05/19,Approval,SHAGANAPPI,51.0410096,-114.1236534,House,True,1999
3029,808 ROYAL AV SW,APARTMENT BUILDING,1997/12/05,Approval,MOUNT ROYAL LOWER,51.035297959954406,-114.07973494030581,Multi_unit,False,1997
3030,950 QUEENSLAND DR SE,APARTMENT BUILDING,1997/10/03,Approval,QUEENSLAND,50.93274597042453,-114.01759785707516,Multi_unit,False,1997
3031,422 15 ST NW,SEMI-DETACHED DWELLING,1999/03/23,Approval,HILLHURST,51.05602508854909,-114.09606034652063,House,True,1999
3032,2116 30 AV SW,DUPLEX DWELLING,1999/06/30,Approval,RICHMOND,51.02686075609662,-114.1103947461319,Multi_unit,False,1999
3033,402 30 AV NE,TOWNHOUSES,2000/09/07,Approval,WINSTON HEIGHTS/MOUNTVIEW,51.07974246382365,-114.0546264325972,House,False,2000
3034,4404 33 AV SW,SEMI-DETACHED DWELLING,2000/06/22,Approval,GLENBROOK,51.023984471618405,-114.14996212475864,House,False,2000
3035,1888 SIGNATURE PA SW,APARTMENT BUILDING,2000/06/21,Approval,SIGNAL HILL,51.0371548033801,-114.16673010310524,Multi_unit,False,2000
3036,7911 47 AV NW,SEMI-DETACHED DWELLING,1997/10/03,Approval,BOWNESS,51.094865883371476,-114.20006644671714,House,False,1997
3037,11 TARARIDGE CI NE,TOWNHOUSES,1997/08/28,Approval,TARADALE,51.111262924416245,-113.94403426547744,House,False,1997
3038,1334 12 AV SW,APARTMENT BUILDING,1997/06/09,Approval,BELTLINE,51.042385340015706,-114.09332168406686,Multi_unit,True,1997
3040,179 PINEMEADOW RD NE,SEMI-DETACHED DWELLING,1998/01/08,Approval,PINERIDGE,51.07965084192827,-113.94346566579685,House,False,1998
3041,530 13 AV NE,SEMI-DETACHED DWELLING,1999/04/07,Approval,RENFREW,51.06429349772307,-114.05152027724684,House,False,1999
3042,17170 6 ST SW,APARTMENT BUILDING,1999/05/06,Approval,SOMERSET,50.8988716,-114.0736144,Multi_unit,False,1999
3043,297 WOODVALE CR SW,TOWNHOUSES,1999/03/04,Approval,WOODLANDS,50.94031733333063,-114.11627714064551,House,False,1999
3044,1932 26 ST SW,FOURPLEX DWELLING,1998/03/12,Approval,KILLARNEY/GLENGARRY,51.036665105802825,-114.12355765949751,Multi_unit,False,1998
3045,2315 14 ST SW,APARTMENT BUILDING,2000/12/14,Refusal,BANKVIEW,51.03357118264186,-114.09487257235115,Multi_unit,False,2000
3046,216 12 ST NW,TOWNHOUSES,1998/08/20,Approval,HILLHURST,51.05319950681275,-114.09146014285395,House,True,1998
3047,728 67 AV SW,APARTMENT BUILDING,1999/03/04,Approval,KINGSLAND,50.99335645182269,-114.07814478805756,Multi_unit,False,1999
3048,208 MIDPARK GD SE,SEMI-DETACHED DWELLING,1999/02/26,Approval,MIDNAPORE,50.91470211744957,-114.06045649768723,House,True,1999
3049,2440 31 ST SW,SEMI-DETACHED DWELLING,1999/04/12,Approval,KILLARNEY/GLENGARRY,51.0317639444285,-114.13247188711142,House,False,1999
3050,632 BRACEWOOD DR SW,SEMI-DETACHED DWELLING,1999/03/01,Approval,BRAESIDE,50.951256934046,-114.11496801972591,House,False,1999
3051,1419 9 ST SW,APARTMENT BUILDING,1999/06/10,Approval,BELTLINE,51.039307101096924,-114.08436760045927,Multi_unit,True,1999
3052,777 3 AV SW,APARTMENT BUILDING,1995/11/15,Approval,DOWNTOWN COMMERCIAL CORE,51.05057054851269,-114.07771326295857,Multi_unit,True,1995
3053,58 ARBOUR GROVE CL NW,SEMI-DETACHED DWELLING,1998/03/26,Approval,ARBOUR LAKE,51.12743555696888,-114.20759016485846,House,False,1998
3054,49 ROCKY RIDGE GA NW,TOWNHOUSES,1998/04/16,Approval,ROCKY RIDGE,51.14488421357303,-114.24232145151043,House,False,1998
3055,3511 14A ST SW,TOWNHOUSES,1998/06/15,Approval,ALTADORE,51.0226605034315,-114.09633851873146,House,False,1998
3057,100 SIERRA MORENA LD SW,SEMI-DETACHED DWELLING,1999/02/04,Approval,SIGNAL HILL,51.01441826216803,-114.1888464504325,House,False,1999
3058,2001 36 AV SW,SEMI-DETACHED DWELLING,1997/02/25,Approval,ALTADORE,51.021401687086204,-114.1065161394282,House,False,1997
3059,3824B 3 ST NW,SEMI-DETACHED DWELLING,1997/01/22,Approval,HIGHLAND PARK,51.086817692604754,-114.06788152003195,House,False,1997
3060,620 12 AV SE,APARTMENT BUILDING,1997/03/18,Approval,BELTLINE,51.041159666501635,-114.04985441280238,Multi_unit,True,1997
3061,32 TAMARAC CR SW,DUPLEX DWELLING,1995/11/09,Approval,SPRUCE CLIFF,51.04698553118251,-114.13747364961996,Multi_unit,True,1995
3062,1411 RUSSELL RD NE,DUPLEX DWELLING,1998/03/13,Approval,RENFREW,51.06332069801389,-114.03275833526888,Multi_unit,False,1998
3063,2019 3 AV NW,SEMI-DETACHED DWELLING,1998/11/19,Approval,WEST HILLHURST,51.05522868623728,-114.10689519211128,House,False,1998
3064,6868 SIERRA MORENA BV SW,APARTMENT BUILDING,1998/09/24,Approval,SIGNAL HILL,51.014859415215646,-114.18548068906858,Multi_unit,False,1998
3065,6440 CENTRE ST NE,SEMI-DETACHED DWELLING,1998/10/22,Approval,THORNCLIFFE,51.10885555818497,-114.06218673312279,House,False,1998
3066,35 RANCHERO RI NW,DUPLEX DWELLING,1999/06/02,Approval,RANCHLANDS,51.119456246560155,-114.18837516495516,Multi_unit,False,1999
3067,212 MIDPARK GD SE,SEMI-DETACHED DWELLING,1997/06/26,Approval,MIDNAPORE,50.91469972295331,-114.0605493709733,House,True,1997
3068,2404 3 AV NW,SEMI-DETACHED DWELLING,1998/08/27,Approval,WEST HILLHURST,51.05544733286414,-114.11569606553098,House,False,1998
3069,8008 25 ST SE,SEMI-DETACHED DWELLING,1998/11/12,Approval,OGDEN,50.98109100868557,-114.00003996058979,House,False,1998
3070,1122 8 AV SW,APARTMENT BUILDING,2000/06/01,Approval,DOWNTOWN WEST END,51.046352853251456,-114.08737757444192,Multi_unit,True,2000
3073,440 FONDA CO SE,SEMI-DETACHED DWELLING,1998/09/03,Approval,FOREST HEIGHTS,51.04866130293845,-113.97473867045015,House,False,1998
3074,547 ABOYNE CR NE,SEMI-DETACHED DWELLING,1998/09/03,Approval,ABBEYDALE,51.06207125486504,-113.93404821016613,House,False,1998
3075,1422 CENTRE A ST NE,APARTMENT BUILDING,1998/05/27,Approval,CRESCENT HEIGHTS,51.065311581167535,-114.06102639224643,Multi_unit,False,1998
3076,2214 9 AV SE,SEMI-DETACHED DWELLING,2000/06/29,Approval,INGLEWOOD,51.03253738845139,-114.01340503516742,House,False,2000
3077,198 WHITEFIELD DR NE,SEMI-DETACHED DWELLING,2000/06/14,Approval,WHITEHORN,51.08847550390482,-113.97744198075571,House,True,2000
3078,#44 5790 PATINA DR SW,TOWNHOUSES,1996/11/20,Approval,PATTERSON,51.060157068951185,-114.16687701533593,House,False,1996
3079,1723 35 ST SE,APARTMENT BUILDING,1996/02/28,Approval,ALBERT PARK/RADISSON HEIGHTS,51.03848389973483,-113.9833141452598,Multi_unit,True,1996
3080,2114 BROADVIEW RD NW,SEMI-DETACHED DWELLING,1995/12/07,Approval,WEST HILLHURST,51.05030937671095,-114.10885065942921,House,False,1995
3081,529 55 AV SW,SEMI-DETACHED DWELLING,1997/05/29,Approval,WINDSOR PARK,51.004137627694796,-114.0757031219568,House,False,1997
3084,1219 5 ST NE,SEMI-DETACHED DWELLING,1999/06/29,Approval,RENFREW,51.062968130688105,-114.05095949857856,House,False,1999
3085,312 1 ST NE,DUPLEX DWELLING,1996/04/24,Approval,CRESCENT HEIGHTS,51.054957947980306,-114.05988710017479,Multi_unit,False,1996
3086,4612 75 ST NW,TOWNHOUSES,1996/07/02,Approval,BOWNESS,51.09227661921365,-114.19906384305862,House,False,1996
3087,4616 77 ST NW,TOWNHOUSES,1996/06/03,Approval,BOWNESS,51.09227661921365,-114.19906384305862,House,False,1996
3088,1835 10 AV SE,TOWNHOUSES,1997/05/28,Approval,INGLEWOOD,51.03451273219628,-114.02083752142927,House,False,1997
3089,2104 23 AV SW,SEMI-DETACHED DWELLING,1997/05/05,Approval,RICHMOND,51.03305969509832,-114.10905799027823,House,False,1997
3091,1022 12 AV SW,APARTMENT BUILDING,1998/10/29,Approval,BELTLINE,51.04216348300524,-114.08537107705892,Multi_unit,True,1998
3092,5501 ELBOW DR SW,SEMI-DETACHED DWELLING,1995/10/12,Approval,WINDSOR PARK,51.00500387859165,-114.08153710455777,House,False,1995
3093,7251 SIERRA MORENA BV SW,APARTMENT BUILDING,1996/11/21,Approval,SIGNAL HILL,51.01432607283063,-114.1758075913273,Multi_unit,False,1996
3094,1302 13 AV SW,TOWNHOUSES,1997/03/06,Approval,BELTLINE,51.041371096053716,-114.09170203755615,House,True,1997
3095,4515 VARSITY DR NW,APARTMENT BUILDING,1997/01/13,Approval,VARSITY,51.092595947491205,-114.15129301768745,Multi_unit,True,1997
3096,295 WOODVALE CR SW,TOWNHOUSES,1998/02/26,Approval,WOODLANDS,50.94031902927031,-114.11619901524669,House,False,1998
3097,2039 7 AV NW,SEMI-DETACHED DWELLING,1997/09/09,Approval,WEST HILLHURST,51.05901713048581,-114.10775934576164,House,False,1997
3098,3750 CEDARILLE DR SW,SEMI-DETACHED DWELLING,1997/08/14,Approval,CEDARBRAE,50.952408601572294,-114.13022107886879,House,False,1997
3099,517 WHITELAND DR NE,SEMI-DETACHED DWELLING,1998/10/01,Approval,WHITEHORN,51.09319659602072,-113.95888789271116,House,True,1998
